	pairID	ancestor	descendant	TREEDIST_anc-to-desc	perc_seq_id	anc_seq_len	desc_seq_len	alignment_len	num_matches	num_subs	num_ins	num_dels	pfam	clan	type	pfam_Nseqs
0	FW_PF00198_p0	A4H464_LEIBR/234-468	Q4DDM3_TRYCC/200-436	0.81647	0.502127659574468	235	237	237	118	117	2	0	PF00198	CL0149	Domain	69
1	RV_PF00198_p0	Q4DDM3_TRYCC/200-436	A4H464_LEIBR/234-468	0.81647	0.502127659574468	237	235	237	118	117	0	2	PF00198	CL0149	Domain	69
2	FW_PF00198_p1	Q03DD0_PEDPA/195-427	Q9CJD7_LACLA/298-530	0.81828	0.5021459227467812	233	233	234	117	115	1	1	PF00198	CL0149	Domain	69
3	RV_PF00198_p1	Q9CJD7_LACLA/298-530	Q03DD0_PEDPA/195-427	0.81828	0.5021459227467812	233	233	234	117	115	1	1	PF00198	CL0149	Domain	69
4	FW_PF00198_p2	Q1IIF0_KORVE/320-555	Q2FY54_STAA8/193-416	1.2021700000000002	0.41964285714285715	236	224	237	94	129	1	13	PF00198	CL0149	Domain	69
5	RV_PF00198_p2	Q2FY54_STAA8/193-416	Q1IIF0_KORVE/320-555	1.2021700000000002	0.41964285714285715	224	236	237	94	129	13	1	PF00198	CL0149	Domain	69
6	FW_PF00198_p3	A5IXN4_MYCAP/10-243	Q6KH63_MYCMO/220-452	1.03092	0.4592274678111588	234	233	234	107	126	0	1	PF00198	CL0149	Domain	69
7	RV_PF00198_p3	Q6KH63_MYCMO/220-452	A5IXN4_MYCAP/10-243	1.03092	0.4592274678111588	233	234	234	107	126	1	0	PF00198	CL0149	Domain	69
8	FW_PF00198_p4	A6TMP1_ALKMQ/205-437	Q5UWH1_HALMA/304-539	0.9898800000000001	0.4678111587982833	233	236	237	109	123	4	1	PF00198	CL0149	Domain	69
9	RV_PF00198_p4	Q5UWH1_HALMA/304-539	A6TMP1_ALKMQ/205-437	0.9898800000000001	0.4678111587982833	236	233	237	109	123	1	4	PF00198	CL0149	Domain	69
10	FW_PF00198_p5	A5GAC3_GEOUR/194-419	A8FC90_BACP2/211-441	1.65795	0.37610619469026546	226	231	231	85	141	5	0	PF00198	CL0149	Domain	69
11	RV_PF00198_p5	A8FC90_BACP2/211-441	A5GAC3_GEOUR/194-419	1.65795	0.37610619469026546	231	226	231	85	141	0	5	PF00198	CL0149	Domain	69
12	FW_PF00198_p6	A0JUQ7_ARTS2/229-460	Q83FF4_TROWT/212-438	0.9662599999999999	0.44933920704845814	232	227	232	102	125	0	5	PF00198	CL0149	Domain	69
13	RV_PF00198_p6	Q83FF4_TROWT/212-438	A0JUQ7_ARTS2/229-460	0.9662599999999999	0.44933920704845814	227	232	232	102	125	5	0	PF00198	CL0149	Domain	69
14	FW_PF00198_p7	Q5HKM0_STAEQ/202-425	Q81CI7_BACCR/169-399	1.16716	0.4375	224	231	233	98	124	9	2	PF00198	CL0149	Domain	69
15	RV_PF00198_p7	Q81CI7_BACCR/169-399	Q5HKM0_STAEQ/202-425	1.16716	0.4375	231	224	233	98	124	2	9	PF00198	CL0149	Domain	69
16	FW_PF00198_p8	A4FGQ0_SACEN/225-452	Q73XK2_MYCPA/161-385	1.23666	0.41333333333333333	228	225	232	93	128	4	7	PF00198	CL0149	Domain	69
17	RV_PF00198_p8	Q73XK2_MYCPA/161-385	A4FGQ0_SACEN/225-452	1.23666	0.41333333333333333	225	228	232	93	128	7	4	PF00198	CL0149	Domain	69
18	FW_PF00198_p9	ODP2_BUCBP/176-410	Q87LU3_VIBPA/395-626	0.93388	0.49137931034482757	235	232	238	114	115	3	6	PF00198	CL0149	Domain	69
19	RV_PF00198_p9	Q87LU3_VIBPA/395-626	ODP2_BUCBP/176-410	0.93388	0.49137931034482757	232	235	238	114	115	6	3	PF00198	CL0149	Domain	69
20	FW_PF00198_p10	Q9KG97_HALH5/180-411	U5LA13_9BACI/162-388	1.01529	0.44933920704845814	232	227	235	102	122	3	8	PF00198	CL0149	Domain	69
21	RV_PF00198_p10	U5LA13_9BACI/162-388	Q9KG97_HALH5/180-411	1.01529	0.44933920704845814	227	232	235	102	122	8	3	PF00198	CL0149	Domain	69
22	FW_PF00198_p11	A0LLM2_SYNFM/206-441	Q1IX53_DEIGD/361-594	1.05466	0.4358974358974359	236	234	237	102	131	1	3	PF00198	CL0149	Domain	69
23	RV_PF00198_p11	Q1IX53_DEIGD/361-594	A0LLM2_SYNFM/206-441	1.05466	0.4358974358974359	234	236	237	102	131	3	1	PF00198	CL0149	Domain	69
24	FW_PF00198_p12	A8Z6A0_SULMW/148-370	Q8IJJ4_PLAF7/416-640	1.79561	0.31390134529147984	223	225	232	70	146	9	7	PF00198	CL0149	Domain	69
25	RV_PF00198_p12	Q8IJJ4_PLAF7/416-640	A8Z6A0_SULMW/148-370	1.79561	0.31390134529147984	225	223	232	70	146	7	9	PF00198	CL0149	Domain	69
26	FW_PF00198_p13	KGD_MYCS2/97-344	Q63HZ8_BURPS/252-481	2.42998	0.25217391304347825	248	230	251	58	169	3	21	PF00198	CL0149	Domain	69
27	RV_PF00198_p13	Q63HZ8_BURPS/252-481	KGD_MYCS2/97-344	2.42998	0.25217391304347825	230	248	251	58	169	21	3	PF00198	CL0149	Domain	69
