	pairID	ancestor	descendant	TREEDIST_anc-to-desc	perc_seq_id	anc_seq_len	desc_seq_len	alignment_len	num_matches	num_subs	num_ins	num_dels	pfam	clan	type	pfam_Nseqs
0	FW_PF00244_p0	A2F4K6_TRIV3/16-237	A2FSF9_TRIV3/12-232	3.42726	0.19909502262443438	222	221	231	44	168	9	10	PF00244	CL0020	Repeat	137
1	RV_PF00244_p0	A2FSF9_TRIV3/12-232	A2F4K6_TRIV3/16-237	3.42726	0.19909502262443438	221	222	231	44	168	10	9	PF00244	CL0020	Repeat	137
2	FW_PF00244_p1	A2E4R6_TRIV3/10-232	A2ERZ3_TRIV3/10-229	2.67811	0.2818181818181818	223	220	242	62	139	19	22	PF00244	CL0020	Repeat	137
3	RV_PF00244_p1	A2ERZ3_TRIV3/10-229	A2E4R6_TRIV3/10-232	2.67811	0.2818181818181818	220	223	242	62	139	22	19	PF00244	CL0020	Repeat	137
4	FW_PF00244_p2	G5CBL3_HETGA/9-228	W5L9Z1_ASTMX/18-238	0.20512999999999998	0.8181818181818182	220	221	223	180	38	3	2	PF00244	CL0020	Repeat	137
5	RV_PF00244_p2	W5L9Z1_ASTMX/18-238	G5CBL3_HETGA/9-228	0.20512999999999998	0.8181818181818182	221	220	223	180	38	2	3	PF00244	CL0020	Repeat	137
6	FW_PF00244_p3	H2MK95_ORYLA/9-229	H2UDY6_TAKRU/9-228	0.36957	0.7454545454545455	221	220	223	164	54	2	3	PF00244	CL0020	Repeat	137
7	RV_PF00244_p3	H2UDY6_TAKRU/9-228	H2MK95_ORYLA/9-229	0.36957	0.7454545454545455	220	221	223	164	54	3	2	PF00244	CL0020	Repeat	137
8	FW_PF00244_p4	Q22W55_TETTS/12-233	Q22W56_TETTS/64-286	0.42407	0.6666666666666666	222	223	227	148	70	5	4	PF00244	CL0020	Repeat	137
9	RV_PF00244_p4	Q22W56_TETTS/64-286	Q22W55_TETTS/12-233	0.42407	0.6666666666666666	223	222	227	148	70	4	5	PF00244	CL0020	Repeat	137
10	FW_PF00244_p5	F6WRN9_MACMU/9-229	G1K9B0_ANOCA/9-229	0.0448	0.9502262443438914	221	221	223	210	9	2	2	PF00244	CL0020	Repeat	137
11	RV_PF00244_p5	G1K9B0_ANOCA/9-229	F6WRN9_MACMU/9-229	0.0448	0.9502262443438914	221	221	223	210	9	2	2	PF00244	CL0020	Repeat	137
12	FW_PF00244_p6	G3NHE7_GASAC/7-226	I3J3G0_ORENI/10-235	0.45458000000000004	0.75	220	226	226	165	55	6	0	PF00244	CL0020	Repeat	137
13	RV_PF00244_p6	I3J3G0_ORENI/10-235	G3NHE7_GASAC/7-226	0.45458000000000004	0.75	226	220	226	165	55	0	6	PF00244	CL0020	Repeat	137
14	FW_PF00244_p7	N4V437_FUSC1/11-232	W1NJU8_AMBTC/14-240	1.25271	0.4369369369369369	222	227	234	97	118	12	7	PF00244	CL0020	Repeat	137
15	RV_PF00244_p7	W1NJU8_AMBTC/14-240	N4V437_FUSC1/11-232	1.25271	0.4369369369369369	227	222	234	97	118	7	12	PF00244	CL0020	Repeat	137
16	FW_PF00244_p8	A2DNU8_TRIV3/7-224	A2FB70_TRIV3/10-233	3.7626	0.22935779816513763	218	224	234	50	158	16	10	PF00244	CL0020	Repeat	137
17	RV_PF00244_p8	A2FB70_TRIV3/10-233	A2DNU8_TRIV3/7-224	3.7626	0.22935779816513763	224	218	234	50	158	10	16	PF00244	CL0020	Repeat	137
18	FW_PF00244_p9	C4V9T4_NOSCE/12-242	R0KXN9_NOSB1/12-239	0.45502000000000004	0.6885964912280702	231	228	231	157	71	0	3	PF00244	CL0020	Repeat	137
19	RV_PF00244_p9	R0KXN9_NOSB1/12-239	C4V9T4_NOSCE/12-242	0.45502000000000004	0.6885964912280702	228	231	231	157	71	3	0	PF00244	CL0020	Repeat	137
20	FW_PF00244_p10	A0A1X7UN56_AMPQE/11-234	A0A1X7UNU4_AMPQE/16-241	0.7350099999999999	0.59375	224	226	231	133	86	7	5	PF00244	CL0020	Repeat	137
21	RV_PF00244_p10	A0A1X7UNU4_AMPQE/16-241	A0A1X7UN56_AMPQE/11-234	0.7350099999999999	0.59375	226	224	231	133	86	5	7	PF00244	CL0020	Repeat	137
22	FW_PF00244_p11	1433_GIAIC/13-236	H6BX69_EXODN/9-231	0.70875	0.6143497757847534	224	223	225	137	85	1	2	PF00244	CL0020	Repeat	137
23	RV_PF00244_p11	H6BX69_EXODN/9-231	1433_GIAIC/13-236	0.70875	0.6143497757847534	223	224	225	137	85	2	1	PF00244	CL0020	Repeat	137
24	FW_PF00244_p12	A2EH41_TRIV3/10-231	A2G036_TRIV3/11-235	1.39413	0.4144144144144144	222	225	225	92	130	3	0	PF00244	CL0020	Repeat	137
25	RV_PF00244_p12	A2G036_TRIV3/11-235	A2EH41_TRIV3/10-231	1.39413	0.4144144144144144	225	222	225	92	130	0	3	PF00244	CL0020	Repeat	137
26	FW_PF00244_p13	A0A384KC89_PLAKH/20-242	A4S116_OSTLU/6-238	4.4031199999999995	0.17040358744394618	223	233	249	38	169	26	16	PF00244	CL0020	Repeat	137
27	RV_PF00244_p13	A4S116_OSTLU/6-238	A0A384KC89_PLAKH/20-242	4.4031199999999995	0.17040358744394618	233	223	249	38	169	16	26	PF00244	CL0020	Repeat	137
28	FW_PF00244_p14	A0A3B3ICU5_ORYLA/10-229	H3CUS8_TETNG/17-236	0.35574	0.7636363636363637	220	220	223	168	49	3	3	PF00244	CL0020	Repeat	137
29	RV_PF00244_p14	H3CUS8_TETNG/17-236	A0A3B3ICU5_ORYLA/10-229	0.35574	0.7636363636363637	220	220	223	168	49	3	3	PF00244	CL0020	Repeat	137
30	FW_PF00244_p15	A0A1X7V2V5_AMPQE/9-226	A7S4S2_NEMVE/10-232	0.57733	0.6467889908256881	218	223	227	141	73	9	4	PF00244	CL0020	Repeat	137
31	RV_PF00244_p15	A7S4S2_NEMVE/10-232	A0A1X7V2V5_AMPQE/9-226	0.57733	0.6467889908256881	223	218	227	141	73	4	9	PF00244	CL0020	Repeat	137
32	FW_PF00244_p16	G0SBN0_CHATD/11-233	K2RXL7_MACPH/11-231	0.42644	0.6923076923076923	223	221	224	153	67	1	3	PF00244	CL0020	Repeat	137
